timestamp,episode,total_steps,termination_reason,ballast,road_temp,track_grip,wheels_out,offtrack_lapdist,offtrack_x,offtrack_y,stats_total_steps,ep_steps,ep_reward,lapdist,packages_lost,best_lap_reported,ep_bestLapTime,speed_mean,speed_max,max_abs_gap,ep_laps,dt_avg,dt_std,dt_min,dt_max,episode_wall_time,steps_per_episode,buffer_size,fps
2026-06-05 10:47:54.664,139,858736,out_of_track,12.63,21.62,87.81,3.0,2163.273518703063,451.4,-284.12,860605,1866,864.3,2163.27,0,0.0,0.0,38.58,70.16,8.95,1,0.022,0.794,-34.248,0.048,99.48,1866,11477252,18.76
2026-06-05 10:49:34.154,140,860605,max_steps,23.6,37.26,93.14,,,,,875609,15001,7187.3,207.02,0,113.117,113.12,39.92,71.74,7.99,6,-0.0,2.114,-116.253,0.051,626.23,15001,11492251,23.95
2026-06-05 11:00:00.406,141,875609,out_of_track,0.15,41.15,90.74,3.0,4026.5422195800056,-577.72,283.1,878773,3161,1429.3,4026.54,0,0.0,0.0,37.67,70.93,8.19,1,0.029,0.604,-33.945,0.048,151.22,3161,11495414,20.9
2026-06-05 11:02:31.639,142,878773,max_steps,15.88,43.68,94.69,,,,,893777,15001,7275.3,538.83,0,111.842,111.84,40.41,71.59,7.11,6,-0.0,2.096,-114.96,0.048,625.98,15001,11510413,23.96
2026-06-05 11:12:57.647,143,893777,max_steps,31.86,38.57,92.55,,,,,908781,15001,7089.9,4427.88,0,115.087,115.09,39.38,71.55,11.33,5,0.007,1.923,-117.756,0.048,625.79,15001,11525414,23.97
2026-06-05 11:23:23.458,144,908781,out_of_track,14.29,43.9,85.66,3.0,891.9795069927932,523.53,-142.44,909776,992,477.1,891.98,0,0.0,0.0,40.04,70.02,9.2,1,0.005,1.104,-34.722,0.048,64.33,992,11526408,15.42
2026-06-05 11:24:27.796,145,909776,max_steps,37.64,40.43,94.32,,,,,924780,15001,7161.4,84.94,0,114.78,114.78,39.78,71.43,9.08,6,-0.001,2.121,-115.878,0.051,625.9,15001,11541407,23.97
2026-06-05 11:34:53.720,146,924780,out_of_track,36.92,33.73,85.12,3.0,890.8658306208963,524.24,-141.27,925773,990,476.0,890.87,0,0.0,0.0,40.02,71.3,9.5,1,0.005,1.106,-34.764,0.048,64.29,990,11542399,15.4
2026-06-05 11:35:58.024,147,925773,max_steps,30.88,26.34,95.29,,,,,940777,15001,7365.3,836.94,0,111.467,111.47,40.91,72.06,8.07,6,0.0,2.078,-114.144,0.048,625.9,15001,11557398,23.97
2026-06-05 11:46:23.946,148,940777,out_of_track,46.56,31.3,88.01,3.0,889.566450287748,525.23,-139.99,941754,974,475.9,889.57,0,0.0,0.0,40.67,70.43,10.09,1,0.005,1.102,-34.338,0.048,63.58,974,11558374,15.32
2026-06-05 11:47:27.542,149,941754,out_of_track,10.25,42.88,97.59,3.0,2595.276766926254,165.68,-23.77,946636,4879,2364.3,2595.28,0,114.436,114.44,40.37,72.01,6.81,2,0.01,1.705,-114.393,0.048,220.09,4879,11563253,22.17
2026-06-05 11:51:07.649,150,946636,max_steps,0.93,20.2,93.63,,,,,961640,15001,7286.0,543.21,0,112.198,112.2,40.47,71.83,11.83,6,-0.0,2.096,-116.334,0.051,625.92,15001,11578252,23.97
2026-06-05 12:01:33.592,151,961640,out_of_track,49.92,24.97,88.77,3.0,2986.2078276163084,-165.83,-87.84,964071,2428,1114.2,2986.21,0,0.0,0.0,38.23,68.55,8.79,1,0.026,0.697,-34.317,0.042,121.84,2428,11580682,19.93
2026-06-05 12:03:35.439,152,964071,max_steps,34.24,24.93,97.33,,,,,979075,15001,7381.0,922.25,0,111.489,111.49,41.0,71.32,7.17,6,0.0,2.069,-114.756,0.045,625.69,15001,11595681,23.98
2026-06-05 12:14:01.151,153,979075,out_of_track,16.27,37.32,97.61,3.0,3480.134657011513,-391.25,368.1,990019,10941,5391.1,3480.13,0,111.647,111.65,41.06,70.69,24.15,4,0.006,1.884,-112.824,0.045,463.09,10941,11606624,23.63
2026-06-05 12:21:44.271,154,990019,out_of_track,37.8,35.55,87.28,3.0,879.8008441515049,529.91,-128.81,990974,952,473.2,879.8,0,0.0,0.0,41.38,71.14,12.6,1,0.004,1.12,-34.521,0.045,62.67,952,11607576,15.19
2026-06-05 12:22:46.952,155,990974,max_steps,49.04,29.25,97.02,,,,,1005978,15001,7396.4,979.99,0,111.07,111.07,41.09,71.46,6.3,6,0.0,2.062,-112.674,0.045,625.85,15001,11622575,23.97
2026-06-05 12:33:12.830,156,1005978,max_steps,31.92,45.7,94.91,,,,,1020982,15001,7140.5,55.61,0,114.226,114.23,39.66,70.6,7.08,6,-0.001,2.122,-116.877,0.048,625.72,15001,11637576,23.97
2026-06-05 12:43:38.568,157,1020982,out_of_track,14.89,32.47,92.86,3.0,902.9381618646221,517.17,-153.33,1027788,6803,3252.6,902.94,0,116.407,116.41,39.84,70.92,7.87,3,0.001,2.043,-116.964,0.048,297.19,6803,11644381,22.89
2026-06-05 12:48:35.770,158,1027788,max_steps,40.7,34.59,98.72,,,,,1042792,15001,7345.0,817.45,0,111.633,111.63,40.8,71.43,6.95,6,0.0,2.077,-115.398,0.045,625.82,15001,11659380,23.97
2026-06-05 12:59:01.615,159,1042792,out_of_track,49.22,38.8,85.19,3.0,886.578628190473,526.46,-136.6,1043792,997,475.6,886.58,0,0.0,0.0,39.71,69.33,10.43,1,0.004,1.131,-35.664,0.042,64.52,997,11660379,15.45
2026-06-05 13:00:06.146,160,1043792,out_of_track,0.93,36.07,88.17,3.0,879.4064456133128,529.27,-128.33,1044738,943,472.7,879.41,0,0.0,0.0,41.73,71.37,11.92,1,0.004,1.116,-34.236,0.045,62.29,943,11661322,15.14
2026-06-05 13:01:08.443,161,1044738,max_steps,37.78,39.53,99.72,,,,,1059742,15001,7376.6,913.51,0,111.637,111.64,40.98,71.48,7.79,6,0.0,2.07,-113.031,0.048,625.72,15001,11676321,23.97
2026-06-05 13:11:34.191,162,1059742,max_steps,25.69,36.13,89.9,,,,,1074746,15001,6937.9,3907.07,0,118.031,118.03,38.54,70.94,8.24,5,0.006,1.982,-125.109,0.045,625.71,15001,11691322,23.97
